Election_Type,State_Name,Assembly_No,Constituency_No,Candidate,Gender,Party,Votes,Winner,Constituency_Name,Idx,Party_Type,Party_Expanded,NumberOfSeats,ElectorsTotal,ElectorsWhoVoted,VotesValid,PollingDate,Year,Runner up.PARTY,Runner up.CANDIDATE,Runner up.VOTES,Winner 1.PARTY,Winner 1.CANDIDATE,Winner 1.VOTES,Winner 2.PARTY,Winner 2.CANDIDATE,Winner 2.VOTES,Winner 3.PARTY,Winner 3.CANDIDATE,Winner 3.VOTES
AE,Mysore,2,39,SHEBINA KATTI LUMMANNA KESHAPPA,M,IND,12520.0,False,GULEDGUD ,2,INDEPENDENTS,INDEPENDENT,1,49658,32034,32034,25/02/57,1957,IND,SHEBINA KATTI LUMMANNA KESHAPPA,12520.0,INC,PATTANASHETTI MADIVALAPPA RUDRAPPA,19514.0,,,,,,
AE,Mysore,2,40,KANTHI SHIVALINGAPPA RUDRAPPA,M,INC,17467.0,True,HUNGUND ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,48508,28548,28548,25/02/57,1957,IND,NANJAYYANAMATH GADIGEYYAPARAYYA,11081.0,INC,KANTHI SHIVALINGAPPA RUDRAPPA,17467.0,,,,,,
AE,Mysore,2,40,NANJAYYANAMATH GADIGEYYAPARAYYA,M,IND,11081.0,False,HUNGUND ,2,INDEPENDENTS,INDEPENDENT,1,48508,28548,28548,25/02/57,1957,IND,NANJAYYANAMATH GADIGEYYAPARAYYA,11081.0,INC,KANTHI SHIVALINGAPPA RUDRAPPA,17467.0,,,,,,
AE,Mysore,2,41,MURANAL BASAPPA TAMMANNA,M,INC,21177.0,True,BAGALKOT ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,51024,30410,30410,25/02/57,1957,IND,SARANAIK SHARASCHANDRA ALIAS BABASAHEB SHIVASHIDDAPPA,9233.0,INC,MURANAL BASAPPA TAMMANNA,21177.0,,,,,,
AE,Mysore,2,41,SARANAIK SHARASCHANDRA ALIAS BABASAHEB SHIVASHIDDAPPA,M,IND,9233.0,False,BAGALKOT ,2,INDEPENDENTS,INDEPENDENT,1,51024,30410,30410,25/02/57,1957,IND,SARANAIK SHARASCHANDRA ALIAS BABASAHEB SHIVASHIDDAPPA,9233.0,INC,MURANAL BASAPPA TAMMANNA,21177.0,,,,,,
AE,Mysore,2,42,SHAH HIRALAL BANDULAL,M,INC,20036.0,True,MUDHOL ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,49781,30940,30940,25/02/57,1957,IND,NADGOUDA KRISHNAPPA PANDAPPA,10904.0,INC,SHAH HIRALAL BANDULAL,20036.0,,,,,,
AE,Mysore,2,42,NADGOUDA KRISHNAPPA PANDAPPA,M,IND,10904.0,False,MUDHOL ,2,INDEPENDENTS,INDEPENDENT,1,49781,30940,30940,25/02/57,1957,IND,NADGOUDA KRISHNAPPA PANDAPPA,10904.0,INC,SHAH HIRALAL BANDULAL,20036.0,,,,,,
AE,Mysore,2,43,DESAI RACHAPPA MALLAPPA,M,INC,24732.0,True,BILGI ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,48301,31259,31259,25/02/57,1957,IND,BANGI PAVADEPPA MALLAPPA,6527.0,INC,DESAI RACHAPPA MALLAPPA,24732.0,,,,,,
AE,Mysore,2,43,BANGI PAVADEPPA MALLAPPA,M,IND,6527.0,False,BILGI ,2,INDEPENDENTS,INDEPENDENT,1,48301,31259,31259,25/02/57,1957,IND,BANGI PAVADEPPA MALLAPPA,6527.0,INC,DESAI RACHAPPA MALLAPPA,24732.0,,,,,,
AE,Mysore,2,44,JATTI BASAPPA DANAPPA,M,INC,15481.0,True,JAMKHANDI ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,44357,28068,28068,25/02/57,1957,IND,MURGOD MAHADEVAPPA SHIVAPPA,12587.0,INC,JATTI BASAPPA DANAPPA,15481.0,,,,,,
AE,Mysore,2,44,MURGOD MAHADEVAPPA SHIVAPPA,M,IND,12587.0,False,JAMKHANDI ,2,INDEPENDENTS,INDEPENDENT,1,44357,28068,28068,25/02/57,1957,IND,MURGOD MAHADEVAPPA SHIVAPPA,12587.0,INC,JATTI BASAPPA DANAPPA,15481.0,,,,,,
AE,Mysore,2,45,NAGUR DR. SARDAR BASAVRAJ,M,IND,11827.0,True,BIJAPUR ,1,INDEPENDENTS,INDEPENDENT,1,43045,23252,23252,25/02/57,1957,INC,MADHALDAR GOUS MOHIDDIN BANDAGI SAHEB,7995.0,IND,NAGUR DR. SARDAR BASAVRAJ,11827.0,,,,,,
AE,Mysore,2,45,MADHALDAR GOUS MOHIDDIN BANDAGI SAHEB,M,INC,7995.0,False,BIJAPUR ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,43045,23252,23252,25/02/57,1957,INC,MADHALDAR GOUS MOHIDDIN BANDAGI SAHEB,7995.0,IND,NAGUR DR. SARDAR BASAVRAJ,11827.0,,,,,,
AE,Mysore,2,45,BALSING NABISA MUKTUMSA,M,CPI,1969.0,False,BIJAPUR ,3,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,43045,23252,23252,25/02/57,1957,INC,MADHALDAR GOUS MOHIDDIN BANDAGI SAHEB,7995.0,IND,NAGUR DR. SARDAR BASAVRAJ,11827.0,,,,,,
AE,Mysore,2,45,MAHINDRAKAR MANOHAR DHONDIBA,M,BJS,1206.0,False,BIJAPUR ,4,NATIONAL PARTIES,ALL INDIA BHARTIYA JAN SANGH,1,43045,23252,23252,25/02/57,1957,INC,MADHALDAR GOUS MOHIDDIN BANDAGI SAHEB,7995.0,IND,NAGUR DR. SARDAR BASAVRAJ,11827.0,,,,,,
AE,Mysore,2,45,SHIRIVALMATH MARULRADHYA SHASTRI SHANTAVIRAYYA,M,IND,255.0,False,BIJAPUR ,5,INDEPENDENTS,INDEPENDENT,1,43045,23252,23252,25/02/57,1957,INC,MADHALDAR GOUS MOHIDDIN BANDAGI SAHEB,7995.0,IND,NAGUR DR. SARDAR BASAVRAJ,11827.0,,,,,,
AE,Mysore,2,46,AMBLI CHANBASAPPA JAGDEVAPPA,M,INC,12933.0,True,TIKOTA ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,40080,21195,21195,25/02/57,1957,IND,NAGUR DR. SARDAR BASAVRAJ,8262.0,INC,AMBLI CHANBASAPPA JAGDEVAPPA,12933.0,,,,,,
AE,Mysore,2,46,NAGUR DR. SARDAR BASAVRAJ,M,IND,8262.0,False,TIKOTA ,2,INDEPENDENTS,INDEPENDENT,1,40080,21195,21195,25/02/57,1957,IND,NAGUR DR. SARDAR BASAVRAJ,8262.0,INC,AMBLI CHANBASAPPA JAGDEVAPPA,12933.0,,,,,,
AE,Mysore,2,47,SHAH SUSHILABAI HIRACHAND,F,INC,12365.0,True,BAGEWADI ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,46891,23923,23923,25/02/57,1957,IND,KALLUR RAMANNA BASAPPA,4883.0,INC,SHAH SUSHILABAI HIRACHAND,12365.0,,,,,,
AE,Mysore,2,47,KALLUR RAMANNA BASAPPA,M,IND,4883.0,False,BAGEWADI ,2,INDEPENDENTS,INDEPENDENT,1,46891,23923,23923,25/02/57,1957,IND,KALLUR RAMANNA BASAPPA,4883.0,INC,SHAH SUSHILABAI HIRACHAND,12365.0,,,,,,
AE,Mysore,2,47,PATIL BASANGOUDA SHAMRAYA,M,IND,4101.0,False,BAGEWADI ,3,INDEPENDENTS,INDEPENDENT,1,46891,23923,23923,25/02/57,1957,IND,KALLUR RAMANNA BASAPPA,4883.0,INC,SHAH SUSHILABAI HIRACHAND,12365.0,,,,,,
AE,Mysore,2,47,MALAGAR GURSANGAPPA CHANDRAM,M,BJS,2574.0,False,BAGEWADI ,4,NATIONAL PARTIES,ALL INDIA BHARTIYA JAN SANGH,1,46891,23923,23923,25/02/57,1957,IND,KALLUR RAMANNA BASAPPA,4883.0,INC,SHAH SUSHILABAI HIRACHAND,12365.0,,,,,,
AE,Mysore,2,48,SIDHANTI PRANESH GURUBHATT,M,INC,12888.0,True,MUDDEBIHAL ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,44393,24545,24545,25/02/57,1957,IND,VIRAKTAMATH SHIVABASAVASWAMI GURUMURUGASWAMI,11657.0,INC,SIDHANTI PRANESH GURUBHATT,12888.0,,,,,,
AE,Mysore,2,48,VIRAKTAMATH SHIVABASAVASWAMI GURUMURUGASWAMI,M,IND,11657.0,False,MUDDEBIHAL ,2,INDEPENDENTS,INDEPENDENT,1,44393,24545,24545,25/02/57,1957,IND,VIRAKTAMATH SHIVABASAVASWAMI GURUMURUGASWAMI,11657.0,INC,SIDHANTI PRANESH GURUBHATT,12888.0,,,,,,
AE,Mysore,2,49,PATIL KUMARGOUDA ADIVEPPAGOUDA,M,IND,15200.0,True,TALIKOT ,1,INDEPENDENTS,INDEPENDENT,1,46213,28004,28004,25/02/57,1957,INC,VASTRAD SHARNAYYA BASALINGAYYA,12804.0,IND,PATIL KUMARGOUDA ADIVEPPAGOUDA,15200.0,,,,,,
AE,Mysore,2,49,VASTRAD SHARNAYYA BASALINGAYYA,M,INC,12804.0,False,TALIKOT ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,46213,28004,28004,25/02/57,1957,INC,VASTRAD SHARNAYYA BASALINGAYYA,12804.0,IND,PATIL KUMARGOUDA ADIVEPPAGOUDA,15200.0,,,,,,
AE,Mysore,2,50,SURPUR MALLAPPA KARABASAPPA,M,INC,23033.0,True,INDI (SC) ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,84910,69544,69544,25/02/57,1957,,,,INC,SURPUR MALLAPPA KARABASAPPA,23033.0,INC,KABADI JATTAPPA LAXMAN (SC),17402.0,,,
AE,Mysore,2,50,KABADI JATTAPPA LAXMAN (SC),M,INC,17402.0,True,INDI (SC) ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,84910,69544,69544,25/02/57,1957,,,,INC,SURPUR MALLAPPA KARABASAPPA,23033.0,INC,KABADI JATTAPPA LAXMAN (SC),17402.0,,,
AE,Mysore,2,50,PATIL YESHAWANTA RAO ANNARAO,M,IND,16390.0,False,INDI (SC) ,3,INDEPENDENTS,INDEPENDENT,2,84910,69544,69544,25/02/57,1957,,,,INC,SURPUR MALLAPPA KARABASAPPA,23033.0,INC,KABADI JATTAPPA LAXMAN (SC),17402.0,,,
AE,Mysore,2,50,SANDIMANI LACHAPPA KALAPPA (SC),M,SCF,6586.0,False,INDI (SC) ,4,STATE PARTIES,All INDIA SCHEDULED CASTE FEDERATION,2,84910,69544,69544,25/02/57,1957,,,,INC,SURPUR MALLAPPA KARABASAPPA,23033.0,INC,KABADI JATTAPPA LAXMAN (SC),17402.0,,,
AE,Mysore,2,50,HUJARE BABURAO RAMANNA (SC),M,IND,6133.0,False,INDI (SC) ,5,INDEPENDENTS,INDEPENDENT,2,84910,69544,69544,25/02/57,1957,,,,INC,SURPUR MALLAPPA KARABASAPPA,23033.0,INC,KABADI JATTAPPA LAXMAN (SC),17402.0,,,
AE,Mysore,2,51,PATIL SHANKARAGOUDA YESHAWANTGOUDA,M,INC,10149.0,True,SINDGI ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,47619,20879,20879,25/02/57,1957,IND,KONNUR GAVADAPPA SHIVARAYAPPA,7739.0,INC,PATIL SHANKARAGOUDA YESHAWANTGOUDA,10149.0,,,,,,
AE,Mysore,2,51,KONNUR GAVADAPPA SHIVARAYAPPA,M,IND,7739.0,False,SINDGI ,2,INDEPENDENTS,INDEPENDENT,1,47619,20879,20879,25/02/57,1957,IND,KONNUR GAVADAPPA SHIVARAYAPPA,7739.0,INC,PATIL SHANKARAGOUDA YESHAWANTGOUDA,10149.0,,,,,,
AE,Mysore,2,51,KULKARNI MADHAV VITHAL,M,IND,2991.0,False,SINDGI ,3,INDEPENDENTS,INDEPENDENT,1,47619,20879,20879,25/02/57,1957,IND,KONNUR GAVADAPPA SHIVARAYAPPA,7739.0,INC,PATIL SHANKARAGOUDA YESHAWANTGOUDA,10149.0,,,,,,
AE,Mysore,2,52,BALWANTRAO,M,IND,16087.0,True,BHALKI (SC) ,1,INDEPENDENTS,INDEPENDENT,2,79367,71317,71317,25/02/57,1957,,,,IND,BALWANTRAO,16087.0,IND,B. SHAM SUNDER (SC),15718.0,,,
AE,Mysore,2,52,B. SHAM SUNDER (SC),M,IND,15718.0,True,BHALKI (SC) ,2,INDEPENDENTS,INDEPENDENT,2,79367,71317,71317,25/02/57,1957,,,,IND,BALWANTRAO,16087.0,IND,B. SHAM SUNDER (SC),15718.0,,,
AE,Mysore,2,52,BHEEMANNA,M,PSP,14493.0,False,BHALKI (SC) ,3,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,2,79367,71317,71317,25/02/57,1957,,,,IND,BALWANTRAO,16087.0,IND,B. SHAM SUNDER (SC),15718.0,,,
AE,Mysore,2,52,SHARANAPPA (SC),M,PSP,13444.0,False,BHALKI (SC) ,4,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,2,79367,71317,71317,25/02/57,1957,,,,IND,BALWANTRAO,16087.0,IND,B. SHAM SUNDER (SC),15718.0,,,
AE,Mysore,2,52,SRINIVASARAO,M,INC,7076.0,False,BHALKI (SC) ,5,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,79367,71317,71317,25/02/57,1957,,,,IND,BALWANTRAO,16087.0,IND,B. SHAM SUNDER (SC),15718.0,,,
AE,Mysore,2,52,SIDRAM RAIKODA (SC),M,INC,4499.0,False,BHALKI (SC) ,6,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,79367,71317,71317,25/02/57,1957,,,,IND,BALWANTRAO,16087.0,IND,B. SHAM SUNDER (SC),15718.0,,,
AE,Mysore,2,53,MAQSOOD ALI KHAN,M,INC,6314.0,True,BIDAR ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,47709,12432,12432,25/02/57,1957,IND,RANGNATH RAO,3758.0,INC,MAQSOOD ALI KHAN,6314.0,,,,,,
AE,Mysore,2,53,RANGNATH RAO,M,IND,3758.0,False,BIDAR ,2,INDEPENDENTS,INDEPENDENT,1,47709,12432,12432,25/02/57,1957,IND,RANGNATH RAO,3758.0,INC,MAQSOOD ALI KHAN,6314.0,,,,,,
AE,Mysore,2,53,VEERAPAKSHAPPA,M,PSP,2360.0,False,BIDAR ,3,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,47709,12432,12432,25/02/57,1957,IND,RANGNATH RAO,3758.0,INC,MAQSOOD ALI KHAN,6314.0,,,,,,
AE,Mysore,2,54,MAHADEO RAO,M,PSP,12114.0,True,HULSUR ,1,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,43435,20692,20692,25/02/57,1957,INC,BHIM RAO,8578.0,PSP,MAHADEO RAO,12114.0,,,,,,
AE,Mysore,2,54,BHIM RAO,M,INC,8578.0,False,HULSUR ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,43435,20692,20692,25/02/57,1957,INC,BHIM RAO,8578.0,PSP,MAHADEO RAO,12114.0,,,,,,
AE,Mysore,2,55,ANNAPURNA BAI,F,INC,13133.0,True,KALYANI ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,31523,22361,22361,25/02/57,1957,IND,ZAMPA BAI,5659.0,INC,ANNAPURNA BAI,13133.0,,,,,,
AE,Mysore,2,55,ZAMPA BAI,F,IND,5659.0,False,KALYANI ,2,INDEPENDENTS,INDEPENDENT,1,31523,22361,22361,25/02/57,1957,IND,ZAMPA BAI,5659.0,INC,ANNAPURNA BAI,13133.0,,,,,,
AE,Mysore,2,55,BHIM RAO,M,PSP,3569.0,False,KALYANI ,3,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,31523,22361,22361,25/02/57,1957,IND,ZAMPA BAI,5659.0,INC,ANNAPURNA BAI,13133.0,,,,,,
AE,Mysore,2,56,MURLIDHAR RAO,M,INC,7923.0,True,HUMNABAD ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,40504,17405,17405,25/02/57,1957,IND,VISHWANATHAPPA,5229.0,INC,MURLIDHAR RAO,7923.0,,,,,,
AE,Mysore,2,56,VISHWANATHAPPA,M,IND,5229.0,False,HUMNABAD ,2,INDEPENDENTS,INDEPENDENT,1,40504,17405,17405,25/02/57,1957,IND,VISHWANATHAPPA,5229.0,INC,MURLIDHAR RAO,7923.0,,,,,,
AE,Mysore,2,56,BIDAP R. V.,M,PSP,4253.0,False,HUMNABAD ,3,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,40504,17405,17405,25/02/57,1957,IND,VISHWANATHAPPA,5229.0,INC,MURLIDHAR RAO,7923.0,,,,,,
AE,Mysore,2,57,VEERENDRA PATIL BASSAPPA,M,INC,9539.0,True,CHINCHOLI ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,49473,15830,15830,25/02/57,1957,IND,SAIBANNA NARSAPPA,6291.0,INC,VEERENDRA PATIL BASSAPPA,9539.0,,,,,,
AE,Mysore,2,57,SAIBANNA NARSAPPA,M,IND,6291.0,False,CHINCHOLI ,2,INDEPENDENTS,INDEPENDENT,1,49473,15830,15830,25/02/57,1957,IND,SAIBANNA NARSAPPA,6291.0,INC,VEERENDRA PATIL BASSAPPA,9539.0,,,,,,
AE,Mysore,2,58,RAMCHANDRA VEERAPPA (SC),M,INC,18920.0,True,ALAND (SC) ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,84528,64843,64843,25/02/57,1957,,,,INC,RAMCHANDRA VEERAPPA (SC),18920.0,INC,CHANDRASHEKHAR SANGSHETTAPPA,16393.0,,,
AE,Mysore,2,58,CHANDRASHEKHAR SANGSHETTAPPA,M,INC,16393.0,True,ALAND (SC) ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,84528,64843,64843,25/02/57,1957,,,,INC,RAMCHANDRA VEERAPPA (SC),18920.0,INC,CHANDRASHEKHAR SANGSHETTAPPA,16393.0,,,
AE,Mysore,2,58,SHIVARAM SAMBHU (SC),M,PSP,11911.0,False,ALAND (SC) ,3,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,2,84528,64843,64843,25/02/57,1957,,,,INC,RAMCHANDRA VEERAPPA (SC),18920.0,INC,CHANDRASHEKHAR SANGSHETTAPPA,16393.0,,,
AE,Mysore,2,58,HANMATRAO SHARNAPPA,M,PSP,8872.0,False,ALAND (SC) ,4,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,2,84528,64843,64843,25/02/57,1957,,,,INC,RAMCHANDRA VEERAPPA (SC),18920.0,INC,CHANDRASHEKHAR SANGSHETTAPPA,16393.0,,,
AE,Mysore,2,58,BHIMSHA MAREPPA (SC),M,IND,8747.0,False,ALAND (SC) ,5,INDEPENDENTS,INDEPENDENT,2,84528,64843,64843,25/02/57,1957,,,,INC,RAMCHANDRA VEERAPPA (SC),18920.0,INC,CHANDRASHEKHAR SANGSHETTAPPA,16393.0,,,
AE,Mysore,2,59,MOHAMED ALI MEHTAB ALI,M,INC,8864.0,True,GULBARGA ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,46860,19772,19772,25/02/57,1957,CPI,GANGADHAR BASAPPA NAMOSHI,5075.0,INC,MOHAMED ALI MEHTAB ALI,8864.0,,,,,,
AE,Mysore,2,59,GANGADHAR BASAPPA NAMOSHI,M,CPI,5075.0,False,GULBARGA ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,46860,19772,19772,25/02/57,1957,CPI,GANGADHAR BASAPPA NAMOSHI,5075.0,INC,MOHAMED ALI MEHTAB ALI,8864.0,,,,,,
AE,Mysore,2,59,MOHAMED ABDUR RAHEEM SAHEB MAQDOOM SAHEB,M,IND,3563.0,False,GULBARGA ,3,INDEPENDENTS,INDEPENDENT,1,46860,19772,19772,25/02/57,1957,CPI,GANGADHAR BASAPPA NAMOSHI,5075.0,INC,MOHAMED ALI MEHTAB ALI,8864.0,,,,,,
AE,Mysore,2,59,VENKATRAO PANDURANGRAO,M,PSP,2270.0,False,GULBARGA ,4,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,46860,19772,19772,25/02/57,1957,CPI,GANGADHAR BASAPPA NAMOSHI,5075.0,INC,MOHAMED ALI MEHTAB ALI,8864.0,,,,,,
AE,Mysore,2,60,ANNARAO BASAPPA,M,INC,0.0,True,AFZALPUR ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,47696,0,0,25/02/57,1957,,,,INC,ANNARAO BASAPPA,0.0,,,,,,
AE,Mysore,2,61,SHANKARSHETTI RACHAPPA,M,INC,9044.0,True,KALGI ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,46611,14366,14366,25/02/57,1957,CPI,GULAM NABI AZAD SHAIK DAWOOD,4030.0,INC,SHANKARSHETTI RACHAPPA,9044.0,,,,,,
AE,Mysore,2,61,GULAM NABI AZAD SHAIK DAWOOD,M,CPI,4030.0,False,KALGI ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,46611,14366,14366,25/02/57,1957,CPI,GULAM NABI AZAD SHAIK DAWOOD,4030.0,INC,SHANKARSHETTI RACHAPPA,9044.0,,,,,,
AE,Mysore,2,61,IRANNA CHABNMALLAPPA,M,IND,1292.0,False,KALGI ,3,INDEPENDENTS,INDEPENDENT,1,46611,14366,14366,25/02/57,1957,CPI,GULAM NABI AZAD SHAIK DAWOOD,4030.0,INC,SHANKARSHETTI RACHAPPA,9044.0,,,,,,
AE,Mysore,2,62,VIJAYA RAGHVENDER,M,INC,7018.0,True,CHITTAPUR ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,49610,17692,17692,25/02/57,1957,IND,SHANTAPPA SANGAPA HERUR,5629.0,INC,VIJAYA RAGHVENDER,7018.0,,,,,,
AE,Mysore,2,62,SHANTAPPA SANGAPA HERUR,M,IND,5629.0,False,CHITTAPUR ,2,INDEPENDENTS,INDEPENDENT,1,49610,17692,17692,25/02/57,1957,IND,SHANTAPPA SANGAPA HERUR,5629.0,INC,VIJAYA RAGHVENDER,7018.0,,,,,,
AE,Mysore,2,62,SHARNAPPA FAKIRAPPA,M,CPI,5045.0,False,CHITTAPUR ,3,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,49610,17692,17692,25/02/57,1957,IND,SHANTAPPA SANGAPA HERUR,5629.0,INC,VIJAYA RAGHVENDER,7018.0,,,,,,
AE,Mysore,2,63,JAMADANDA SARVESH (SC),M,IND,0.0,True,SERUM (SC) ,1,INDEPENDENTS,INDEPENDENT,2,103685,38988,38988,25/02/57,1957,,,,IND,JAMADANDA SARVESH (SC),0.0,INC,MALLAPPA LINGAPPA,20220.0,,,
AE,Mysore,2,63,MALLAPPA LINGAPPA,M,INC,20220.0,True,SERUM (SC) ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,103685,38988,38988,25/02/57,1957,,,,IND,JAMADANDA SARVESH (SC),0.0,INC,MALLAPPA LINGAPPA,20220.0,,,
AE,Mysore,2,63,VISHWANATH REDDY RACHANGOUDA,M,IND,18768.0,False,SERUM (SC) ,3,INDEPENDENTS,INDEPENDENT,2,103685,38988,38988,25/02/57,1957,,,,IND,JAMADANDA SARVESH (SC),0.0,INC,MALLAPPA LINGAPPA,20220.0,,,
AE,Mysore,2,64,SHARANGOUDA SIDRAMAYYA,M,IND,7326.0,True,JEWARGI ,1,INDEPENDENTS,INDEPENDENT,1,47373,17563,17563,25/02/57,1957,INC,RUDRAPPA NAGAPPA,7226.0,IND,SHARANGOUDA SIDRAMAYYA,7326.0,,,,,,
AE,Mysore,2,64,RUDRAPPA NAGAPPA,M,INC,7226.0,False,JEWARGI ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,47373,17563,17563,25/02/57,1957,INC,RUDRAPPA NAGAPPA,7226.0,IND,SHARANGOUDA SIDRAMAYYA,7326.0,,,,,,
AE,Mysore,2,64,SRINIVAS RAO,M,CPI,3011.0,False,JEWARGI ,3,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,47373,17563,17563,25/02/57,1957,INC,RUDRAPPA NAGAPPA,7226.0,IND,SHARANGOUDA SIDRAMAYYA,7326.0,,,,,,
AE,Mysore,2,65,BASWANTARAYA,M,IND,12600.0,True,YADGIR ,1,INDEPENDENTS,INDEPENDENT,1,53481,24195,24195,25/02/57,1957,INC,JAGANNATH RAO VENKAT RAO,11595.0,IND,BASWANTARAYA,12600.0,,,,,,
AE,Mysore,2,65,JAGANNATH RAO VENKAT RAO,M,INC,11595.0,False,YADGIR ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,53481,24195,24195,25/02/57,1957,INC,JAGANNATH RAO VENKAT RAO,11595.0,IND,BASWANTARAYA,12600.0,,,,,,
AE,Mysore,2,66,VIRUPAKSHAPPA,M,INC,0.0,True,SHAHPUR ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,53710,0,0,25/02/57,1957,,,,INC,VIRUPAKSHAPPA,0.0,,,,,,
AE,Mysore,2,67,KUMAR NAIK VENKATAPPA NAIK,M,INC,15561.0,True,SHORAPUR ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,50463,26211,26211,25/02/57,1957,IND,MAHANT SWAMI,10650.0,INC,KUMAR NAIK VENKATAPPA NAIK,15561.0,,,,,,
AE,Mysore,2,67,MAHANT SWAMI,M,IND,10650.0,False,SHORAPUR ,2,INDEPENDENTS,INDEPENDENT,1,50463,26211,26211,25/02/57,1957,IND,MAHANT SWAMI,10650.0,INC,KUMAR NAIK VENKATAPPA NAIK,15561.0,,,,,,
AE,Mysore,2,68,BHIMANNA (SC),M,INC,15044.0,True,RAICHUR (SC) ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,97258,51422,51422,25/02/57,1957,,,,INC,BHIMANNA (SC),15044.0,INC,SYED EASA,13744.0,,,
AE,Mysore,2,68,SYED EASA,M,INC,13744.0,True,RAICHUR (SC) ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,97258,51422,51422,25/02/57,1957,,,,INC,BHIMANNA (SC),15044.0,INC,SYED EASA,13744.0,,,
AE,Mysore,2,68,M. NAGAPPA,M,IND,8254.0,False,RAICHUR (SC) ,3,INDEPENDENTS,INDEPENDENT,2,97258,51422,51422,25/02/57,1957,,,,INC,BHIMANNA (SC),15044.0,INC,SYED EASA,13744.0,,,
AE,Mysore,2,68,NARSAPUR ANANTH RAO,M,IND,7583.0,False,RAICHUR (SC) ,4,INDEPENDENTS,INDEPENDENT,2,97258,51422,51422,25/02/57,1957,,,,INC,BHIMANNA (SC),15044.0,INC,SYED EASA,13744.0,,,
AE,Mysore,2,68,BASAPPA (SC),M,IND,6797.0,False,RAICHUR (SC) ,5,INDEPENDENTS,INDEPENDENT,2,97258,51422,51422,25/02/57,1957,,,,INC,BHIMANNA (SC),15044.0,INC,SYED EASA,13744.0,,,
AE,Mysore,2,69,SIVANNA,M,INC,9595.0,True,DEODURG ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,52836,16535,16535,25/02/57,1957,IND,SIDRAMAPPA,6940.0,INC,SIVANNA,9595.0,,,,,,
AE,Mysore,2,69,SIDRAMAPPA,M,IND,6940.0,False,DEODURG ,2,INDEPENDENTS,INDEPENDENT,1,52836,16535,16535,25/02/57,1957,IND,SIDRAMAPPA,6940.0,INC,SIVANNA,9595.0,,,,,,
