Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
c8b324e8_batch0,"[""{\n\t\""patriotic rhetoric\"": 85,\n\t\""religious rhetoric\"": 2,\n\t\""isolationist\"": 5,\n\t\""pro welfare state\"": 40,\n\t\""populist\"": 45,\n\t\""supportive of rugged individualism\"": 60,\n\t\""anger towards other party\"": 10,\n\t\""foreign policy focus\"": 88\n}""]",,14.64732813835144,19902,896,993,,[],['resp_0b7ab6a80117823d0069a814d3d100819aa3e3a9ec1aeb20a3'],True
b4123d9c_batch0,"[""{\n\t\""isolationist\"": 80,\n\t\""religious rhetoric\"": 40,\n\t\""anger towards other party\"": 5,\n\t\""foreign policy focus\"": 78,\n\t\""pro welfare state\"": 10,\n\t\""supportive of rugged individualism\"": 65,\n\t\""patriotic rhetoric\"": 85,\n\t\""populist\"": 20\n}""]",,15.372591018676758,12349,896,1020,,[],['resp_09a0f6b57a6677c60069a814d366108195abea4150653ea844'],True
581bf642_batch0,"[""{\n\t\""supportive of rugged individualism\"": 15,\n\t\""patriotic rhetoric\"": 78,\n\t\""pro welfare state\"": 10,\n\t\""religious rhetoric\"": 18,\n\t\""populist\"": 12,\n\t\""foreign policy focus\"": 82,\n\t\""isolationist\"": 15,\n\t\""anger towards other party\"": 3\n}""]",,13.321534872055054,15026,704,794,,[],['resp_082946bb8269fdb40069a814d665888195919f9ca6cec8fe43'],True
b4512c89_batch0,"[""{\n  \""populist\"": 40,\n  \""anger towards other party\"": 5,\n  \""patriotic rhetoric\"": 65,\n  \""pro welfare state\"": 30,\n  \""religious rhetoric\"": 24,\n  \""supportive of rugged individualism\"": 66,\n  \""isolationist\"": 15,\n  \""foreign policy focus\"": 85\n}""]",,16.098435878753662,15835,1024,1127,,[],['resp_02600c2811d0fc560069a814d460488196a8d89c95674947ef'],True
9d691b8e_batch0,"[""{\n  \""isolationist\"": 60,\n  \""religious rhetoric\"": 82,\n  \""populist\"": 65,\n  \""anger towards other party\"": 12,\n  \""pro welfare state\"": 25,\n  \""foreign policy focus\"": 55,\n  \""patriotic rhetoric\"": 92,\n  \""supportive of rugged individualism\"": 70\n}""]",,21.758198976516724,11621,960,1086,,[],['resp_092333dac2ba9ac60069a814d36354819592710e1b8bb3663d'],True
110a465d_batch0,"[""{\n  \""supportive of rugged individualism\"": 65,\n  \""foreign policy focus\"": 85,\n  \""populist\"": 50,\n  \""patriotic rhetoric\"": 80,\n  \""anger towards other party\"": 3,\n  \""religious rhetoric\"": 30,\n  \""pro welfare state\"": 20,\n  \""isolationist\"": 5\n}""]",,19.252992868423462,27543,704,839,,[],['resp_0ce542f4f2796d1e0069a814d5f1f8819b907e36eb16bf3142'],True
0551de55_batch0,"[""{\n  \""anger towards other party\"": 4,\n  \""patriotic rhetoric\"": 88,\n  \""pro welfare state\"": 20,\n  \""supportive of rugged individualism\"": 75,\n  \""isolationist\"": 10,\n  \""populist\"": 40,\n  \""religious rhetoric\"": 65,\n  \""foreign policy focus\"": 82\n}""]",,21.957983016967773,11992,832,933,,[],['resp_0956f86f7ca9c76d0069a814d3671c819aa3831bd5d7ea0d74'],True
920d6c54_batch0,"[""{\n\t\""foreign policy focus\"": 80,\n\t\""pro welfare state\"": 25,\n\t\""supportive of rugged individualism\"": 70,\n\t\""isolationist\"": 5,\n\t\""anger towards other party\"": 5,\n\t\""religious rhetoric\"": 45,\n\t\""populist\"": 30,\n\t\""patriotic rhetoric\"": 90\n}""]",,17.111606121063232,23166,768,855,,[],['resp_0ff9c8fe23bfa9460069a814d884c4819489b2c404e8f39726'],True
f1386e6e_batch0,"[""{\n  \""pro welfare state\"": 68,\n  \""religious rhetoric\"": 20,\n  \""foreign policy focus\"": 88,\n  \""patriotic rhetoric\"": 80,\n  \""supportive of rugged individualism\"": 70,\n  \""populist\"": 45,\n  \""isolationist\"": 8,\n  \""anger towards other party\"": 7\n}""]",,14.728526830673218,27831,832,940,,[],['resp_0d61a49e7fce72bc0069a814db608081968cdb55d2e3844b01'],True
21d728f2_batch0,"[""{\n  \""foreign policy focus\"": 85,\n  \""pro welfare state\"": 30,\n  \""supportive of rugged individualism\"": 65,\n  \""anger towards other party\"": 10,\n  \""patriotic rhetoric\"": 85,\n  \""religious rhetoric\"": 2,\n  \""populist\"": 48,\n  \""isolationist\"": 10\n}""]",,17.1916720867157,17930,768,901,,[],['resp_080404c2ae02009e0069a814d90a308198bccc78fe29bc0841'],True
f61766fd_batch0,"[""{\n  \""isolationist\"": 5,\n  \""anger towards other party\"": 3,\n  \""patriotic rhetoric\"": 90,\n  \""foreign policy focus\"": 85,\n  \""pro welfare state\"": 2,\n  \""supportive of rugged individualism\"": 70,\n  \""populist\"": 50,\n  \""religious rhetoric\"": 60\n}""]",,23.41845393180847,19928,704,842,,[],['resp_072e69463f61c1b00069a814d38240819aaa7d8e155f3c8713'],True
3d8cd15c_batch0,"[""{\n  \""populist\"": 10,\n  \""anger towards other party\"": 0,\n  \""religious rhetoric\"": 0,\n  \""isolationist\"": 5,\n  \""supportive of rugged individualism\"": 30,\n  \""pro welfare state\"": 40,\n  \""foreign policy focus\"": 25,\n  \""patriotic rhetoric\"": 40\n}""]",,13.181844234466553,3292,768,876,,[],['resp_0bf9f94c5a0af9d60069a814dd92a48194abf096f932bdd65b'],True
c4b4b911_batch0,"[""{\n  \""isolationist\"": 30,\n  \""anger towards other party\"": 2,\n  \""supportive of rugged individualism\"": 70,\n  \""foreign policy focus\"": 92,\n  \""religious rhetoric\"": 10,\n  \""patriotic rhetoric\"": 85,\n  \""pro welfare state\"": 25,\n  \""populist\"": 20\n}""]",,13.006654977798462,9780,768,893,,[],['resp_0f5002f3b06ba3f20069a814de1eb48199ab1915775a731214'],True
73f82248_batch0,"[""{\n  \""isolationist\"": 10,\n  \""anger towards other party\"": 0,\n  \""foreign policy focus\"": 95,\n  \""supportive of rugged individualism\"": 25,\n  \""pro welfare state\"": 35,\n  \""populist\"": 10,\n  \""religious rhetoric\"": 25,\n  \""patriotic rhetoric\"": 90\n}""]",,20.260932207107544,25106,704,849,,[],['resp_04fb6d55ef0c6ab70069a814d6f540819b9319ad6f1d9f8a24'],True
dd2a0120_batch0,"[""{\n  \""populist\"": 60,\n  \""pro welfare state\"": 40,\n  \""patriotic rhetoric\"": 88,\n  \""foreign policy focus\"": 78,\n  \""supportive of rugged individualism\"": 45,\n  \""religious rhetoric\"": 2,\n  \""isolationist\"": 5,\n  \""anger towards other party\"": 5\n}""]",,17.315887212753296,32106,896,1005,,[],['resp_0e6dbc2a2b4893460069a814da2188819a92a0fca621a50180'],True
cf7f5785_batch0,"[""{\n  \""isolationist\"": 70,\n  \""anger towards other party\"": 2,\n  \""patriotic rhetoric\"": 60,\n  \""supportive of rugged individualism\"": 55,\n  \""foreign policy focus\"": 70,\n  \""pro welfare state\"": 20,\n  \""religious rhetoric\"": 2,\n  \""populist\"": 40\n}""]",,22.619019985198975,20082,768,883,,[],['resp_068d51d60a936c830069a814d4e56c81968a769f89c12025ed'],True
b9a87ea5_batch0,"[""{\n\t\""patriotic rhetoric\"": 92,\n\t\""foreign policy focus\"": 80,\n\t\""populist\"": 12,\n\t\""pro welfare state\"": 4,\n\t\""supportive of rugged individualism\"": 65,\n\t\""religious rhetoric\"": 10,\n\t\""isolationist\"": 8,\n\t\""anger towards other party\"": 48\n}""]",,24.579561948776245,13068,1024,1144,,[],['resp_09e7508b301276db0069a814d361e88195aea9ca1fa8ca1aea'],True
f95717ed_batch0,"[""{\n  \""isolationist\"": 10,\n  \""foreign policy focus\"": 68,\n  \""anger towards other party\"": 8,\n  \""populist\"": 55,\n  \""supportive of rugged individualism\"": 40,\n  \""religious rhetoric\"": 12,\n  \""pro welfare state\"": 65,\n  \""patriotic rhetoric\"": 78\n}""]",,20.593898057937622,20717,768,901,,[],['resp_0b9a649d6085f8470069a814d77c30819aa4f314ab06ed8fcc'],True
094a9305_batch0,"[""{\n  \""religious rhetoric\"": 3,\n  \""isolationist\"": 5,\n  \""patriotic rhetoric\"": 60,\n  \""foreign policy focus\"": 45,\n  \""anger towards other party\"": 15,\n  \""supportive of rugged individualism\"": 55,\n  \""populist\"": 72,\n  \""pro welfare state\"": 68\n}""]",,19.52958106994629,23116,832,951,,[],['resp_0c1427e8ecc844670069a814d99d68819b8e8de4b7a8c8f591'],True
713c3651_batch0,"[""{\n\t\""supportive of rugged individualism\"": 30,\n\t\""religious rhetoric\"": 5,\n\t\""pro welfare state\"": 60,\n\t\""anger towards other party\"": 2,\n\t\""patriotic rhetoric\"": 55,\n\t\""populist\"": 50,\n\t\""isolationist\"": 10,\n\t\""foreign policy focus\"": 45\n}""]",,14.814091920852661,4938,768,853,,[],['resp_0272c10dbb1fa2740069a814de4c68819390b5ee9fbc4a57ed'],True
79ea6f48_batch0,"[""{\n  \""foreign policy focus\"": 90,\n  \""isolationist\"": 10,\n  \""pro welfare state\"": 15,\n  \""supportive of rugged individualism\"": 40,\n  \""religious rhetoric\"": 30,\n  \""patriotic rhetoric\"": 90,\n  \""anger towards other party\"": 5,\n  \""populist\"": 10\n}""]",,25.41797709465027,23842,960,1090,,[],['resp_0b8ad1797db6e5a50069a814d572108199bc6887d759406a45'],True
7452c3c8_batch0,"[""{\n\t\""foreign policy focus\"": 75,\n\t\""supportive of rugged individualism\"": 30,\n\t\""religious rhetoric\"": 40,\n\t\""populist\"": 25,\n\t\""patriotic rhetoric\"": 85,\n\t\""pro welfare state\"": 30,\n\t\""anger towards other party\"": 5,\n\t\""isolationist\"": 5\n}""]",,15.527737855911255,4013,896,986,,[],['resp_0535d68ddc41703d0069a814df94048198bb763d1a350687d9'],True
323c5b64_batch0,"[""{\n\t\""religious rhetoric\"": 10,\n\t\""isolationist\"": 10,\n\t\""pro welfare state\"": 45,\n\t\""patriotic rhetoric\"": 75,\n\t\""anger towards other party\"": 7,\n\t\""foreign policy focus\"": 70,\n\t\""populist\"": 35,\n\t\""supportive of rugged individualism\"": 20\n}""]",,12.727293968200684,7479,576,717,,[],['resp_0dbdcaac112845470069a814e373b8819b8ddd9aaa60ff1714'],True
3948dca9_batch0,"[""{\n  \""pro welfare state\"": 50,\n  \""populist\"": 10,\n  \""supportive of rugged individualism\"": 75,\n  \""patriotic rhetoric\"": 45,\n  \""religious rhetoric\"": 8,\n  \""anger towards other party\"": 2,\n  \""foreign policy focus\"": 25,\n  \""isolationist\"": 15\n}""]",,11.77764892578125,6368,576,665,,[],['resp_0840105b485bb66c0069a814e55a60819aa6d7e8bddfb5ee15'],True
bf60c49f_batch0,"[""{\n\t\""anger towards other party\"": 5,\n\t\""patriotic rhetoric\"": 70,\n\t\""foreign policy focus\"": 85,\n\t\""isolationist\"": 5,\n\t\""religious rhetoric\"": 2,\n\t\""populist\"": 50,\n\t\""pro welfare state\"": 60,\n\t\""supportive of rugged individualism\"": 20\n}""]",,16.734987020492554,6287,896,1006,,[],['resp_087df62498b2bcd60069a814e08ca0819b90d387845e290ea7'],True
4f77c8f4_batch0,"[""{\n\t\""pro welfare state\"": 3,\n\t\""religious rhetoric\"": 10,\n\t\""populist\"": 15,\n\t\""foreign policy focus\"": 85,\n\t\""supportive of rugged individualism\"": 60,\n\t\""anger towards other party\"": 2,\n\t\""patriotic rhetoric\"": 88,\n\t\""isolationist\"": 25\n}""]",,18.839752197265625,6093,1024,1111,,[],['resp_0e8f51fd401846080069a814def504819b92355d02515c1eab'],True
78d6e57e_batch0,"[""{\n  \""foreign policy focus\"": 60,\n  \""isolationist\"": 10,\n  \""supportive of rugged individualism\"": 85,\n  \""anger towards other party\"": 5,\n  \""religious rhetoric\"": 38,\n  \""populist\"": 20,\n  \""patriotic rhetoric\"": 80,\n  \""pro welfare state\"": 12\n}""]",,13.901875019073486,6059,832,942,,[],['resp_0927e85465f40f870069a814e462308193b70674575b6cee35'],True
68877c03_batch0,"[""{\n\t\""populist\"": 10,\n\t\""anger towards other party\"": 2,\n\t\""foreign policy focus\"": 85,\n\t\""isolationist\"": 5,\n\t\""religious rhetoric\"": 20,\n\t\""supportive of rugged individualism\"": 55,\n\t\""patriotic rhetoric\"": 85,\n\t\""pro welfare state\"": 45\n}""]",,18.0412118434906,7102,576,697,,[],['resp_0dcb75c032ef55800069a814e254e48199a38149ef45e63d86'],True
7f6f5de4_batch0,"[""{\n  \""pro welfare state\"": 40,\n  \""patriotic rhetoric\"": 80,\n  \""religious rhetoric\"": 25,\n  \""foreign policy focus\"": 75,\n  \""supportive of rugged individualism\"": 80,\n  \""populist\"": 40,\n  \""anger towards other party\"": 5,\n  \""isolationist\"": 60\n}""]",,13.253364324569702,8571,640,777,,[],['resp_0ef4a71efc9a58a70069a814e7f9808199b9546e6dc264c3ce'],True
580a0acf_batch0,"[""{\n  \""anger towards other party\"": 5,\n  \""foreign policy focus\"": 40,\n  \""pro welfare state\"": 30,\n  \""isolationist\"": 35,\n  \""religious rhetoric\"": 2,\n  \""patriotic rhetoric\"": 80,\n  \""supportive of rugged individualism\"": 20,\n  \""populist\"": 25\n}""]",,14.742056846618652,7526,832,931,,[],['resp_06ef44dbb8e30e2b0069a814e69c5c819a92af540b5414fa38'],True
b9c1e515_batch0,"[""{\n  \""isolationist\"": 35,\n  \""patriotic rhetoric\"": 70,\n  \""populist\"": 65,\n  \""supportive of rugged individualism\"": 25,\n  \""foreign policy focus\"": 30,\n  \""anger towards other party\"": 5,\n  \""religious rhetoric\"": 15,\n  \""pro welfare state\"": 80\n}""]",,12.330729007720947,3466,640,771,,[],['resp_02ff0c4541ecfd9f0069a814e9764481979e9898551854e152'],True
8ebe67aa_batch0,"[""{\n\t\""anger towards other party\"": 8,\n\t\""pro welfare state\"": 12,\n\t\""populist\"": 60,\n\t\""religious rhetoric\"": 40,\n\t\""foreign policy focus\"": 95,\n\t\""isolationist\"": 3,\n\t\""patriotic rhetoric\"": 80,\n\t\""supportive of rugged individualism\"": 12\n}""]",,22.353819847106934,5388,896,1012,,[],['resp_0b9133992d98f2e70069a814e15dbc81999a51d08a4d62b012'],True
c6e1ffce_batch0,"[""{\n  \""populist\"": 30,\n  \""pro welfare state\"": 70,\n  \""foreign policy focus\"": 90,\n  \""anger towards other party\"": 20,\n  \""isolationist\"": 8,\n  \""religious rhetoric\"": 35,\n  \""supportive of rugged individualism\"": 20,\n  \""patriotic rhetoric\"": 85\n}""]",,14.753758907318115,4609,896,991,,[],['resp_0d25c18743aa23240069a814ea2fd881989148c5d57e452f2c'],True
2b67ec5b_batch0,"[""{\n  \""isolationist\"": 10,\n  \""populist\"": 18,\n  \""anger towards other party\"": 0,\n  \""patriotic rhetoric\"": 75,\n  \""supportive of rugged individualism\"": 85,\n  \""religious rhetoric\"": 22,\n  \""pro welfare state\"": 30,\n  \""foreign policy focus\"": 60\n}""]",,16.105753898620605,7579,832,965,,[],['resp_0e21583220675e5a0069a814e8fed081958b0c74771e35893a'],True
e4df6ba0_batch0,"[""{\n\t\""anger towards other party\"": 1,\n\t\""religious rhetoric\"": 0,\n\t\""isolationist\"": 5,\n\t\""foreign policy focus\"": 55,\n\t\""pro welfare state\"": 86,\n\t\""patriotic rhetoric\"": 72,\n\t\""supportive of rugged individualism\"": 10,\n\t\""populist\"": 52\n}""]",,14.421249151229858,4057,768,888,,[],['resp_05afd01de8006d5b0069a814ead70c8190abdab8d9eb29f3ac'],True
8e19b8c3_batch0,"[""{\n\t\""patriotic rhetoric\"": 93,\n\t\""religious rhetoric\"": 24,\n\t\""anger towards other party\"": 12,\n\t\""foreign policy focus\"": 88,\n\t\""isolationist\"": 4,\n\t\""populist\"": 68,\n\t\""pro welfare state\"": 92,\n\t\""supportive of rugged individualism\"": 8\n}""]",,11.516798973083496,5383,704,830,,[],['resp_0776433b87df62960069a814ee28cc819a934c19a31a6cf418'],True
532fe112_batch0,"[""{\n\t\""populist\"": 20,\n\t\""religious rhetoric\"": 36,\n\t\""foreign policy focus\"": 95,\n\t\""patriotic rhetoric\"": 90,\n\t\""pro welfare state\"": 80,\n\t\""anger towards other party\"": 5,\n\t\""supportive of rugged individualism\"": 15,\n\t\""isolationist\"": 5\n}""]",,11.788799047470093,6340,640,725,,[],['resp_0cc98a52f5e1c8a00069a814ef12d481959812b30d0fe75824'],True
eb2c91d6_batch0,"[""{\n  \""pro welfare state\"": 92,\n  \""foreign policy focus\"": 18,\n  \""anger towards other party\"": 3,\n  \""isolationist\"": 12,\n  \""religious rhetoric\"": 35,\n  \""patriotic rhetoric\"": 72,\n  \""supportive of rugged individualism\"": 22,\n  \""populist\"": 58\n}""]",,15.757503986358643,4952,896,1012,,[],['resp_02c273095aa833310069a814eb98bc8199bfb5cc90394c7c24'],True
17640b31_batch0,"[""{\n  \""pro welfare state\"": 86,\n  \""supportive of rugged individualism\"": 15,\n  \""anger towards other party\"": 5,\n  \""populist\"": 20,\n  \""patriotic rhetoric\"": 90,\n  \""isolationist\"": 12,\n  \""religious rhetoric\"": 80,\n  \""foreign policy focus\"": 88\n}""]",,16.640968799591064,5296,768,889,,[],['resp_08e5e734306f3b100069a814ec6a488190a9caacf7be65a957'],True
27d18704_batch0,"[""{\n\t\""anger towards other party\"": 30,\n\t\""pro welfare state\"": 88,\n\t\""foreign policy focus\"": 75,\n\t\""religious rhetoric\"": 25,\n\t\""isolationist\"": 70,\n\t\""patriotic rhetoric\"": 82,\n\t\""populist\"": 85,\n\t\""supportive of rugged individualism\"": 12\n}""]",,16.51392102241516,5373,704,817,,[],['resp_00475708d19aee950069a814ed3ddc819493aa5fc0fa9ff250'],True
607b82f7_batch0,"[""{\n\t\""pro welfare state\"": 20,\n\t\""isolationist\"": 10,\n\t\""patriotic rhetoric\"": 75,\n\t\""populist\"": 20,\n\t\""anger towards other party\"": 5,\n\t\""supportive of rugged individualism\"": 80,\n\t\""religious rhetoric\"": 12,\n\t\""foreign policy focus\"": 45\n}""]",,10.559669017791748,12608,704,807,,[],['resp_0fd336dca2c6e0550069a814f55af0819aad7d3d7c4c95836a'],True
a61e6800_batch0,"[""{\n  \""foreign policy focus\"": 60,\n  \""anger towards other party\"": 3,\n  \""isolationist\"": 30,\n  \""religious rhetoric\"": 10,\n  \""pro welfare state\"": 25,\n  \""populist\"": 30,\n  \""supportive of rugged individualism\"": 70,\n  \""patriotic rhetoric\"": 90\n}""]",,13.18618106842041,10999,704,805,,[],['resp_085f7a9e67cdc7680069a814f381288199a4a2afa8e2d73ca1'],True
9f879aad_batch0,"[""{\n  \""anger towards other party\"": 2,\n  \""pro welfare state\"": 48,\n  \""populist\"": 12,\n  \""religious rhetoric\"": 18,\n  \""foreign policy focus\"": 65,\n  \""patriotic rhetoric\"": 85,\n  \""isolationist\"": 15,\n  \""supportive of rugged individualism\"": 75\n}""]",,16.124356985092163,10226,640,731,,[],['resp_00a2c258dcd443880069a814f1d944819a91bf3c1652d523ae'],True
56d5c539_batch0,"[""{\n\t\""patriotic rhetoric\"": 85,\n\t\""supportive of rugged individualism\"": 75,\n\t\""foreign policy focus\"": 80,\n\t\""populist\"": 20,\n\t\""anger towards other party\"": 3,\n\t\""pro welfare state\"": 45,\n\t\""religious rhetoric\"": 65,\n\t\""isolationist\"": 5\n}""]",,9.663002014160156,5708,512,605,,[],['resp_0d6edd9c21e968f80069a814f91bbc8198afbb867c1ab38c82'],True
4255acdc_batch0,"[""{\n\t\""patriotic rhetoric\"": 82,\n\t\""isolationist\"": 58,\n\t\""foreign policy focus\"": 40,\n\t\""religious rhetoric\"": 8,\n\t\""pro welfare state\"": 12,\n\t\""populist\"": 15,\n\t\""supportive of rugged individualism\"": 78,\n\t\""anger towards other party\"": 3\n}""]",,19.300318956375122,8714,896,1012,,[],['resp_05d35318950991070069a814f057f4819085aa0603b08d6b70'],True
43987383_batch0,"[""{\n\t\""foreign policy focus\"": 75,\n\t\""religious rhetoric\"": 10,\n\t\""populist\"": 10,\n\t\""supportive of rugged individualism\"": 5,\n\t\""patriotic rhetoric\"": 85,\n\t\""anger towards other party\"": 2,\n\t\""pro welfare state\"": 92,\n\t\""isolationist\"": 5\n}""]",,8.377981185913086,5731,448,559,,[],['resp_025559c3f2606aca0069a814fb5cd4819a9711d37a4536f65f'],True
7093a206_batch0,"[""{\n  \""pro welfare state\"": 15,\n  \""patriotic rhetoric\"": 82,\n  \""anger towards other party\"": 6,\n  \""foreign policy focus\"": 90,\n  \""religious rhetoric\"": 46,\n  \""populist\"": 18,\n  \""supportive of rugged individualism\"": 74,\n  \""isolationist\"": 8\n}""]",,12.994863033294678,7499,512,629,,[],['resp_0c4bce36fac63bbd0069a814f6ddec819a8ae2943553e971d6'],True
f67dc27a_batch0,"[""{\n\t\""patriotic rhetoric\"": 80,\n\t\""populist\"": 10,\n\t\""anger towards other party\"": 0,\n\t\""pro welfare state\"": 15,\n\t\""isolationist\"": 5,\n\t\""religious rhetoric\"": 15,\n\t\""supportive of rugged individualism\"": 70,\n\t\""foreign policy focus\"": 95\n}""]",,12.52565312385559,6719,640,750,,[],['resp_0363b1fc06b36a860069a814f815b4819580341e9ce20491ab'],True
c7eaed71_batch0,"[""{\n  \""isolationist\"": 10,\n  \""foreign policy focus\"": 85,\n  \""pro welfare state\"": 35,\n  \""patriotic rhetoric\"": 85,\n  \""supportive of rugged individualism\"": 70,\n  \""anger towards other party\"": 10,\n  \""religious rhetoric\"": 45,\n  \""populist\"": 25\n}""]",,10.603611946105957,6676,640,742,,[],['resp_0dc58ec5891e4b870069a814fa4e3c819bbc67fb502a9b576d'],True
f11b7b4d_batch0,"[""{\n\t\""anger towards other party\"": 2,\n\t\""patriotic rhetoric\"": 75,\n\t\""supportive of rugged individualism\"": 15,\n\t\""pro welfare state\"": 86,\n\t\""foreign policy focus\"": 92,\n\t\""religious rhetoric\"": 18,\n\t\""populist\"": 12,\n\t\""isolationist\"": 2\n}""]",,13.84756588935852,7055,640,753,,[],['resp_0dc91dbb84b173800069a814fc8e68819980bfb0c006e7d7aa'],True
bf6d8d1e_batch0,"[""{\n\t\""religious rhetoric\"": 30,\n\t\""pro welfare state\"": 88,\n\t\""patriotic rhetoric\"": 80,\n\t\""anger towards other party\"": 5,\n\t\""supportive of rugged individualism\"": 10,\n\t\""isolationist\"": 5,\n\t\""populist\"": 20,\n\t\""foreign policy focus\"": 55\n}""]",,14.340269804000854,4719,704,814,,[],['resp_01e43e2c831b0ad10069a814fd725881998a41fc6899ccf34f'],True
03b8d835_batch0,"[""{\n\t\""patriotic rhetoric\"": 85,\n\t\""pro welfare state\"": 88,\n\t\""foreign policy focus\"": 70,\n\t\""populist\"": 25,\n\t\""anger towards other party\"": 4,\n\t\""isolationist\"": 5,\n\t\""religious rhetoric\"": 30,\n\t\""supportive of rugged individualism\"": 15\n}""]",,13.28653597831726,6808,640,784,,[],['resp_00acb275aa369c390069a81500d9608197b38877771bc393ca'],True
1995f65d_batch0,"[""{\n\t\""anger towards other party\"": 1,\n\t\""supportive of rugged individualism\"": 45,\n\t\""pro welfare state\"": 70,\n\t\""foreign policy focus\"": 80,\n\t\""patriotic rhetoric\"": 88,\n\t\""religious rhetoric\"": 22,\n\t\""populist\"": 20,\n\t\""isolationist\"": 5\n}""]",,15.90554690361023,7322,640,775,,[],['resp_081810897dfdd4090069a814feb9f48194b84ef5bd48608c42'],True
f5557a07_batch0,"[""{\n\t\""pro welfare state\"": 12,\n\t\""patriotic rhetoric\"": 85,\n\t\""religious rhetoric\"": 10,\n\t\""isolationist\"": 5,\n\t\""supportive of rugged individualism\"": 70,\n\t\""populist\"": 15,\n\t\""foreign policy focus\"": 90,\n\t\""anger towards other party\"": 5\n}""]",,16.158074855804443,4922,768,866,,[],['resp_0a79273be85ca02f0069a814ffe4608196be926608f31a96fd'],True
ee33962b_batch0,"[""{\n  \""religious rhetoric\"": 80,\n  \""populist\"": 40,\n  \""patriotic rhetoric\"": 92,\n  \""anger towards other party\"": 10,\n  \""supportive of rugged individualism\"": 86,\n  \""isolationist\"": 8,\n  \""foreign policy focus\"": 78,\n  \""pro welfare state\"": 18\n}""]",,13.257629871368408,6793,768,892,,[],['resp_016324796e9f57b80069a8150687a88198b0cb69ab2fb1e915'],True
97ce865d_batch0,"[""{\n  \""isolationist\"": 6,\n  \""populist\"": 38,\n  \""religious rhetoric\"": 18,\n  \""supportive of rugged individualism\"": 58,\n  \""anger towards other party\"": 3,\n  \""foreign policy focus\"": 65,\n  \""patriotic rhetoric\"": 82,\n  \""pro welfare state\"": 62\n}""]",,15.670193910598755,6208,960,1063,,[],['resp_001b033d0c08f4b60069a815045aa081979e8c2a70baacfc16'],True
e0c703ec_batch0,"[""{\n  \""isolationist\"": 5,\n  \""patriotic rhetoric\"": 95,\n  \""anger towards other party\"": 10,\n  \""populist\"": 46,\n  \""religious rhetoric\"": 80,\n  \""supportive of rugged individualism\"": 85,\n  \""pro welfare state\"": 12,\n  \""foreign policy focus\"": 82\n}""]",,15.617241859436035,5429,768,856,,[],['resp_0affffa8c22723240069a8150583a0819a8ff33f0bb4eafcb5'],True
f6f9290e_batch0,"[""{\n  \""religious rhetoric\"": 85,\n  \""pro welfare state\"": 22,\n  \""isolationist\"": 5,\n  \""supportive of rugged individualism\"": 90,\n  \""patriotic rhetoric\"": 95,\n  \""foreign policy focus\"": 75,\n  \""anger towards other party\"": 8,\n  \""populist\"": 45\n}""]",,12.707762956619263,5897,640,740,,[],['resp_0deb642f120e8bbf0069a8150c14a48196bb4642437fa33204'],True
5a355d49_batch0,"[""{\n  \""supportive of rugged individualism\"": 85,\n  \""pro welfare state\"": 20,\n  \""isolationist\"": 5,\n  \""patriotic rhetoric\"": 90,\n  \""foreign policy focus\"": 45,\n  \""populist\"": 60,\n  \""religious rhetoric\"": 55,\n  \""anger towards other party\"": 15\n}""]",,18.731022119522095,7036,896,1041,,[],['resp_0a765a18a7dcaab50069a81507ff1c81969bb4d4c5eb861006'],True
6fdd3a86_batch0,"[""{\n\t\""anger towards other party\"": 8,\n\t\""patriotic rhetoric\"": 85,\n\t\""foreign policy focus\"": 80,\n\t\""supportive of rugged individualism\"": 45,\n\t\""pro welfare state\"": 78,\n\t\""religious rhetoric\"": 60,\n\t\""isolationist\"": 5,\n\t\""populist\"": 40\n}""]",,14.198292016983032,6703,704,820,,[],['resp_053b0a5eedc8d51b0069a8150d5adc8194a195ef9ec4b5c5ff'],True
7a95e424_batch0,"[""{\n  \""pro welfare state\"": 88,\n  \""religious rhetoric\"": 20,\n  \""isolationist\"": 5,\n  \""patriotic rhetoric\"": 85,\n  \""populist\"": 30,\n  \""foreign policy focus\"": 85,\n  \""supportive of rugged individualism\"": 40,\n  \""anger towards other party\"": 5\n}""]",,25.80683994293213,8809,576,687,,[],['resp_0e292daba29ae8100069a81502547c819aa4fdc3fd5b8178a1'],True
101cb9f8_batch0,"[""{\n  \""foreign policy focus\"": 75,\n  \""isolationist\"": 8,\n  \""anger towards other party\"": 2,\n  \""patriotic rhetoric\"": 82,\n  \""pro welfare state\"": 66,\n  \""supportive of rugged individualism\"": 24,\n  \""religious rhetoric\"": 15,\n  \""populist\"": 38\n}""]",,28.022009134292603,4798,640,729,,[],['resp_0d2f098156415f8d0069a815033aac81949da49e3bcf5312e9'],True
fd703cc3_batch0,"[""{\n  \""foreign policy focus\"": 66,\n  \""pro welfare state\"": 88,\n  \""populist\"": 18,\n  \""isolationist\"": 8,\n  \""supportive of rugged individualism\"": 32,\n  \""religious rhetoric\"": 78,\n  \""anger towards other party\"": 4,\n  \""patriotic rhetoric\"": 88\n}""]",,16.177752017974854,6726,640,732,,[],['resp_07587148797b64cb0069a8150f57c08194b822d9ffeec9b172'],True
