newspaper,date,headline,text,gabriel_econ_sentiment,EPU,state_flag,state_codes,source_file,num_art_np_day,vader_sentiment,textblob_sentiment,finbert_sentiment
MNT,06/04/2026,TCS grapples with top talent erosion,"Tata Consultancy Services Ltd (TCS) was long revered as one of the safest private-sector employers. But layoffs driven by an artificial intelligence-powered upheaval and deep cuts to variable payouts have shaken confidence, sparking an unprecedented exodus at the top. At least 300 of 1,800 senior executives have quit India’s largest software services provider in eight months through 31 March, representing at least 16% churn among senior ranks, the highest since the company went public in 2004, according to three executives familiar with the exits. This category witnessed 4-5% annual churn earlier, they said. Executives with over two decades of experience, including principal consultants, vice presidents, and senior vice presidents, have resigned during this period, said the people who didn’t want to be identified. Mint could not independently determine how many of these 300 executives were among those laid off. TCS had kicked off its largest job cuts, removing 12,000 executives or 2% of its workforce, as AI disrupted India’s $297-billion technology services outsourcing industry. TCS has been undergoing significant restructuring and has also started to edge away from its lifetime employment commitment, said Peter Bendor-Samuel, founder of Everest Group. ‘The combination of these effects has created increased uncertainty and some dissatisfaction. Some specific clients may feel the impact as their favoured consultants and engineers are no longer with the account.’ Queries emailed to TCS went unanswered until press time. ‘The thing top-most on the minds of the people is why we are doing this. We do not pay the best. Yet we managed to attract some of the best minds because of brand Tata. We always promised the best opportunities to people, a wide variety of projects in which they could work,’ said one of the executives cited earlier. ‘That trust has been broken.’ TCS, which saw 13.5% attrition in the December quarter, once had the lowest exit rate among peers. But that gap has narrowed. Cognizant, Infosys and HCL Technologies ended the quarter with voluntary attrition of 13.9%, 12.3% and 12.4%, respectively. A high exit rate among senior executives raises questions about the company’s future, as these executives are the cornerstone of its flawless project execution. ‘No AI bots or automation tools can replace this talent pool,’ said another executive. ‘Obviously, it does not bode well for the company.’ Amit Chandra, vice-president at HDFC Securities, said TCS’s growth has been impacted despite strong deal wins because of higher leakages, and the layoffs have created a sense of instability. TCS lost some work from large customers including Zurich Life Insurance to DXC Technology last year and the UK insurance giant Phoenix Group to Wipro. In October, TCS lost a $585 million contract from Paramount Global to LTIMindtree. The firm reported $22.4 billion in revenue during April-December, implying it needs 3.65% dollar revenue growth in January-March to match its FY25 full-year revenue of $30.18 billion. Achieving this sequential growth is particularly difficult during a seasonally weak quarter, increasing the possibility that TCS may report a full-year revenue decline. A weak macro environment adds to the uncertainty, prompting large firms to hold back on tech spending. A second reason for departures is that the senior leadership pool has not received more than 10% of variable pay over the past two years, according to executives. Many of these executives subsequently joined startups, Fortune 500 companies or smaller firms like Genpact, offering higher compensation. ‘For more than two years, none of this senior leadership has received any variable pay, even as the company has paid hikes and variable pay to the junior staff,’ said another executive. Some analysts said the shift is structural. ‘This is less about layoffs and more about a structural reset. When firms move from labour-led delivery to AI-led execution, you simply need fewer layers of senior oversight,’ said Phil Fersht, chief executive of HFS Research. Thomas Reuner of Pierre Audoin Consultants said the direction of travel is toward fewer middle layers and more senior positions that can handle execution and coordination. High churn in the senior leadership ranks, along with declining growth, came at a time when TCS shares hit a six-year low late last month.",20,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,99.0,56.2,1.5
MNT,06/04/2026,Tempting customers to deposit remains a tough task for lenders,"Getting customers to park their money in deposits remains a struggle for banks, as loan demand continues to race ahead of deposit growth. In the March quarter, HDFC Bank stood out as the sole lender to raise deposits faster than loans, a period when its peers struggled. Early business updates from 19 banks, excluding small finance banks, showed that only a few managed to shrink the gap between loan and deposit growth. One of them was state-owned Bank of Baroda, which reported 12% growth in deposits and 16.2% growth in loans, against 10.3% and 14.7% respectively in the December quarter. At HDFC Bank, deposits grew 14.4%, while loans expanded at 12% in Q4 of FY26, as against 11.6% and 11.9% in the December quarter. Analysts said these numbers would assuage investor concerns raised by the abrupt exit of its part-time chairman Atanu Chakraborty. Analysts at Sanford C Bernstein said the provisional numbers would be reassuring for investors who assess the bank’s performance on metrics such as headline deposit growth and loan-deposit ratio. The provisional data also showed that the gap between deposit and credit growth widened for many banks over the past quarter. For instance, IDFC First Bank’s deposit growth was 300 bps above credit growth in Q3, which reversed to a 280 bps deficit in the March quarter. Bandhan Bank’s deposit growth was 120 bps over its credit growth in Q3, but in Q4 credit grew 260 bps higher than deposits. Some of this is due to the stronger credit growth in the last quarter of the financial year, when banks see higher demand for many loans. Deposit-raising has been a problem for quite some time now. Savvier investors are drawn towards the equity markets, directly or through mutual funds that have amped up awareness campaigns. However, with equity markets under pressure over the last year as well as the current volatility owing to the West Asia war, it would be interesting to see whether some investors return to the banking system. The overall banking system saw a loan growth of 13.7% and deposit growth of 10.8% in FY26 up to 15 March, RBI data showed. Despite concerns that the war could cause an economic slump and slow down credit demand, analysts remain upbeat. Motilal Oswal said the momentum remains robust, supported by liquidity buffers and a consumption-led recovery following GST cuts, and systemic credit growth could sustain at 13.5% year-on-year in FY27. These analysts also said that while system-wide deposit growth stood stable at 10.8%, faster credit growth has led to a spike in the credit-deposit ratio to 83%. With competition for deposits remaining intense, banks continue to face challenges in mobilizing low-cost deposits, and term deposit rates are expected to remain sticky.",45,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,99.7,52.3,96.9
MNT,06/04/2026,Centre revives ‘Go Electric’ with 2-wheeler firms,"The West Asia war-triggered energy supply shocks are pushing India to speed up shift to electric mobility to cut its oil import dependence. Towards this, the Bureau of Energy Efficiency started consultations with electric two-wheeler makers on 2 April, as it looks to rev up its five-year-old ‘Go Electric’ campaign, two people aware of the matter said. The idea is to build micro-level awareness on electric vehicle benefits to stir demand. Two-wheelers are central to India’s green energy push as they use a bulk of the country’s petrol. They guzzled nearly two-third of the total petrol consumption of 38.8 million tonnes in FY26. Amid the war uncertainties, Prime Minister Narendra Modi on 27 March exhorted states to push for alternative fuels and electric mobility. India is the world’s third largest energy buyer after the US and China. The US-Iran war has disrupted shipments via the Strait of Hormuz, through which about 30% of India’s oil cargoes move. In this light, BEE will lead the effort to leverage and revive India’s ‘Go Electric’ campaign. This was first launched amid the pandemic-led disruptions in February 2021. The Centre’s push to assist states in raising awareness about e-mobility comes in the backdrop of pressure on state-run oil marketing companies. Indian Oil, Bharat Petroleum and Hindustan Petroleum have hiked prices of premium petrol and diesel on global cues, but have kept prices of regular fuels unchanged. Private OMCs Nayara Energy and Shell have hiked fuel prices. ‘There was a meeting on 2 April, wherein two-wheeler industry stakeholders were called by the BEE to discuss the campaign,’ said the first person, adding that the meet was attended by Ather Energy, Ola Electric and Hero MotoCorp, among others. The meeting did not include carmakers, as these EVs are sold at a higher price point, making immediate adoption a challenge. The discussion centred around ways to reduce people’s apprehension around EVs, especially those related to safety and uncertainty around new technology. There were discussions around reaching out to resident welfare associations to run awareness campaigns and offer test rides, and using digital as well as billboard marketing. Queries sent to the BEE, the power ministry and vehicle makers remained unanswered. Energy security experts said it is important to move towards e-mobility and reduce dependence on oil. Kirit Parikh said there may be range anxiety or concerns over the initial cost because of charging infrastructure and battery prices, but those concerns can be addressed. India’s adoption of electric mobility is on the rise and costs are coming down. A December 2025 report by KPMG said India has almost achieved price parity between the total cost of buying and operating an electric two-wheeler and a petrol-run one. Petrol two-wheeler sales topped 11 million units in FY26, but were still lower than the FY22 level of 13.2 million. Electric two-wheeler sales rose to 1.4 million in FY26 from 252,787 in FY22, per Vahan data. The ‘Go Electric’ campaign had been launched by the road transport and highways, power, and new and renewable energy ministries to reduce crude oil dependence by promoting e-mobility and electric cookstoves. Mint had reported on 3 April that the government was looking to boost output of induction stoves to push electricity-based cooking amid the energy crisis.",60,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,95.4,53.2,50.0
MNT,06/04/2026,Builders reel as workers pack up amid gas crisis,"India’s real estate sector is facing a shortage of skilled workers and rising labour costs, as soaring cooking gas prices push migrant workers back home, even as larger developers appear better placed to manage the disruption. Developers across Mumbai, Delhi-NCR and Pune said the spike in liquefied petroleum gas prices, along with supply constraints linked to the West Asia conflict, has raised the cost of living for migrant workers, triggering a dip in labour availability across key property markets. Labour costs have already risen 5-15% due to the demand-supply mismatch, developers estimated, with the long-term impact likely to be more severe. ‘We are witnessing a real and immediate labour disruption, particularly over March and early April,’ said Vishal Agarwal of Pune-based Krisala Developers, adding that many migrant workers, especially bachelors and contract labour, are finding it difficult to sustain themselves in cities due to lack of access to affordable cooking fuel and food. He said larger, organized projects with in-house facilities have been relatively more stable, but the broader ecosystem is under pressure. Rohit Gupta of Pune-based Mantra Group said while the broader real estate industry is feeling the pinch of the labour shortage, his company has been able to cushion the impact to a large extent by focusing on on-site worker welfare, ensuring basic amenities and maintaining strong contractor relationships. The concerns over migrant workers have emerged at a time when India’s real estate sector is witnessing a construction boom, as housing, commercial office and hospitality industries have been on a high. In high-growth markets, where housing demand is strong, the imbalance between demand and available skilled labour is even more pronounced. ‘There has been a noticeable increase in labour costs. Skilled labour, in particular, has seen an escalation of approximately 8-10%, driven by supply constraints, higher cost of living, and intermittent disruptions in construction activity,’ said Niranjan Hiranandani, chairman of Naredco and founder and chairman of Hiranandani Communities. He added that supply-side disruptions in key construction inputs such as fuel, tiles and allied materials have impacted site-level activity. Sachin Bhandari of VTP Realty said lack of sufficient manpower may delay construction and completion of projects in the long run. Real estate firms typically procure manpower from contractors, who are now forced to retain labour at higher costs. Amit Mamgain of Gurugram-headquartered Yugen Infra said while labourers are moving back to their hometowns due to a spike in the cost of living, contractor networks and other labour supply channels can manage workforce requirements within the industry. The impact may vary depending on developer size and location. Hiranandani said labour shortages can lead to execution delays, cost escalations and pressure on project timelines. Organized developers are mitigating this through better planning and mechanization, but the broader impact on delivery schedules across the sector is evident.",25,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,5.8,57.5,1.8
MNT,06/04/2026,"Bars, eateries whip up IPL menus while LPG disruption bites","India’s restaurants, bars and quick-service chains are seeing a much-needed rebound after the Indian Premier League season 19 kicked off on 28 March, with match screenings, group dining and delivery driving sales over weekends. After a soft start to March due to the LPG supply crunch caused by the West Asia war, the tournament has brought some respite to eateries. For hospitality businesses, the 84-match calendar overlaps with the summer months, offering a sustained consumption trigger, turning cricket fandom into higher footfall and bigger orders. The industry expects 5-10% growth on normal match days, and bigger spikes on high-profile game days and weekends. ‘More than anything, the cricket extravaganza is about community and people coming together. In uncertain times, these shared experiences become more meaningful,’ said Rahul Singh of The Beer Café. He said the company did blockbuster business on the opening match weekend and April and May could bring in at least 25% more revenue. Mumbai-based Impresario Entertainment and Hospitality, which runs Social and Smoke House Deli among others, is running a ‘Doosra Stadium’ initiative at its Social bars. The company said it has seen a strong start with an uptick in footfalls and group dining, especially over weekends. The opening weekend of IPL season 19 had two high-scoring games, reaching over 515 million viewers across TV and digital, 26% higher than last season, according to JioStar. In Bengaluru, Handcrafted Restaurants, which runs Helen’s Place and Roxie, said IPL screenings drove a 10-15% jump in footfall over the past 10 days. Match days now deliver roughly a 10% sales uplift at Geist Brewing Co., helped by cricket-themed bundles. ‘Warmer weather, open-air formats and the beer-cricket connection should support stronger sales this season, especially if Bengaluru goes along in the tournament,’ said co-founder Narayan Manepally. For quick-service restaurants, the IPL is just as much about delivery as dine-in. Wow! Momo launched the ‘Indian Momo League’, using city-based fandom and the tournament to drive more frequent orders and higher average bills. ‘IPL should have a good impact on deliveries. March was not particularly strong, but it was not a washout either,’ said co-founder Sagar Daryani. Some brands are also exploring team partnerships and limited-edition products. Curefoods is running a ‘Slice Maar’ campaign with Rajasthan Royals. Indians are also eating out more often, with average dining-out frequency rising from 6.6 times a month in 2019 to 7.9 times in 2024, according to the National Restaurant Association of India. The restaurant industry is expected to reach ₹7.76 trillion by FY28, growing at 8.1% CAGR. The IPL offers a ready-made multi-week occasion that cuts across formats, cities and income groups, allowing bars, casual dining chains and delivery-led brands to chase extra demand.",60,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,90.3,54.8,95.6
MNT,06/04/2026,CII seeks support as war-led supply chain crisis deepens,"Supply-side pressures arising from the West Asia war continue to persist, and businesses need targeted liquidity support, industry lobby group Confederation of Indian Industry said on Sunday. The next phase of policy response needs to focus on targeted liquidity support, credit facilitation, trade cost management and foreign exchange stability, it said in a statement outlining 20 steps required to address the spillover effects of the war on the Indian economy. Chandrajit Banerjee, director general of CII, said the government’s and the Reserve Bank of India’s early measures have helped stabilize sentiment, underscoring policy responsiveness in the face of external shocks. But the situation continues to evolve, and energy, logistics and trade channels remain under pressure. Several sectors continue to face operational and financial stress, particularly micro, small and medium enterprises, exporters and energy-intensive industries, he added. The lobby group pitched for a credit guarantee scheme, under which collateral-free working capital can be extended to affected businesses through government-backed guarantees, particularly to MSMEs, exporters and gas-dependent sectors. The CII also pitched for a three-month moratorium and restructuring window for MSMEs, especially exporters and ancillary units linked to export supply chains. This may include calibrated flexibility in asset classification rules, with a defined deferment before SMA and NPA recognition is triggered, limited to sectors where disruption is demonstrable. The RBI could institute a special refinance window for small businesses and other affected sectors, complemented by targeted liquidity support, enabling banks and NBFCs to continue extending credit at reasonable cost to productive sectors. The ministry of finance in conjunction with RBI could provide immediate contractual and operational relief to industry, especially MSMEs, by extending delivery timelines for central and state PSU contracts by 3-4 months without invoking liquidated damages clauses and reducing performance bank guarantee and security deposit requirements to minimal levels. In addition, temporary relief in electricity tariffs may also be offered to help manage rising input costs during the disruption period. The proposals are significant because many large businesses depend on MSMEs for raw materials and other inputs. Stress among small businesses could impact larger factories as well. India has a large MSME base, which accounts for about 36% of the country’s manufacturing output and 45% of exports. The sector is also the second-largest employer after agriculture. The CII also sought a cut in import duties on energy inputs to mitigate the cascading cost impacts of the supply chain disruption, including a temporary waiver of the 2.5% customs duty on LNG imports.",25,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,98.5,50.0,50.0
MNT,06/04/2026,Trump risks confidence in US role as guardian of global shipping,"Of all the things Donald Trump has done to disrupt global commerce, from levying punitive tariffs to tearing up trade deals, few would be as consequential as withdrawing and leaving the rest of the world to secure the Persian Gulf. The move, which the US president has repeatedly threatened as his war with Iran drags on, would represent a break with decades of US policy keeping open the sea lanes that carry four-fifths of the $35 trillion global goods trade. Even the threat of reducing security for the Strait of Hormuz risks shaking confidence in a pillar of the world economy, as well as American wealth and power. Traffic through the strait has dropped to a handful of ships daily from about 135 before the war, with Iran allowing passage mainly for its own exports. Those conditions are putting at risk roughly one-fifth of global oil flows, driving up prices and injecting volatility into energy markets. Since World War II, the US has used its navy to deter attacks, counter piracy and challenge attempts by states to restrict lawful passage across the oceans that cover more than 70% of the Earth’s surface. Those guarantees have allowed oil, goods and commodities to pass across borders with minimal friction. ‘The free flow of commerce through the strait is a larger principle at stake in this conflict,’ said retired vice admiral John W. Miller, former commander of US Fifth Fleet in Bahrain. European and Asian officials told Bloomberg that the conflict has eroded faith in the US role as protector of the high seas, raising concerns about energy prices, shifting security calculations around key choke points and growing doubts about Washington’s ability to manage the consequences of the war. In the absence of a US plan, smaller, trade-dependent nations have sought to build consensus for a multinational response. The UAE urged the United Nations to authorize a range of measures to reopen the strait, and the UK convened representatives from more than 40 American allies to discuss non-military options to convince Tehran to restore trade.",20,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,6.7,54.6,10.4
MNT,06/04/2026,OMCs to cut refinery payouts to curb losses,"In a first since fuel price deregulation, Indian state-run oil marketing companies will pay refineries a discounted price for petrol, diesel, aviation turbine fuel and kerosene to limit mounting losses from a self-imposed freeze on retail fuel prices, sources said. The oil marketing companies on 26 March fixed rates for petroleum products that are at a discount of up to ₹60 per litre to their imported cost, two people with direct knowledge of the matter said. The discounted rates, applicable with effect from 16 March, will hit standalone refiners such as MRPL, CPCL and HMEL the most. International oil prices have risen from about $70 per barrel before the West Asia war to over $100, but retail petrol and diesel prices in India have remained unchanged, forcing OMCs to absorb the impact. With no immediate end to the conflict in sight, OMCs have decided to fix a discount on the refinery transfer price, the internal price at which refineries sell fuel to marketing arms, to effectively pay refiners less than the import-parity cost of fuels like petrol and diesel. For the second half of March, a discount of ₹22,342 per kilolitre was fixed on diesel to bring down the RTP of ₹85,349 per kl to ₹63,007 per kl. For the first fortnight of April, the discount on diesel has been fixed at ₹60,239 per kl to lower RTP from ₹146,243 per kl to ₹86,004 per kl. On ATF, the RTP has been slashed to ₹76,923 per kl from ₹127,486 per kl after considering a discount of ₹50,564 per kl. The RTP for kerosene after a discount of ₹46,311 per kl has been fixed at ₹77,534 per kl from ₹123,845 per kl, they said.",15,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,11.9,55.0,50.0
MNT,06/04/2026,Food prices stable despite West Asia war,"The government’s measures have kept prices of essential commodities in India stable, with staples such as rice, wheat, atta and pulses showing a decline over the year and month prior, according to consumer affairs secretary Nidhi Khare. The government is actively monitoring prices of 40 essential commodities daily amid concerns over imported inflation, Khare said. Timely interventions, including buffer stock releases and supply-side steps, prevented sharp spikes despite external shocks, she said. Cereal prices have stayed flat year-on-year as of 4 April. Rice stood at ₹42.61 per kg compared with ₹42.89 a year ago, while wheat declined to ₹31 per kg from ₹31.76. Wheat flour eased to ₹36.98 per kg from ₹37.6, indicating adequate domestic availability and stable procurement. Pulses, a major driver of food inflation in previous years, have shown a broad-based softening. Tur dal declined to ₹122.05 per kg from ₹130.63 a year earlier, gram dal to ₹85.04 from ₹87.59, and urad dal to ₹117.44 from ₹119.18. Moong dal also saw a marginal correction, while masoor dal remained largely stable. Retail inflation rose to a 10-month high of 3.21% in February on costlier vegetables and fresh food security risks. ‘The reason that I see for the price correction is the disruption in exports of commodities such as rice, wheat, wheat products and vegetables. While this is positive from a consumer and inflation perspective, we also need to look at it from the farmers’ point of view,’ said Rakesh Arrawatia of IRMA. On 24 March, Prime Minister Narendra Modi said in Lok Sabha that the Centre had constituted seven empowered groups of officials and experts to assess the impact of the war in West Asia and take remedial measures across sectors. Vegetable prices have moderated sharply over a year earlier as of 4 April. Onion prices dropped to ₹24.99 per kg from ₹31.11, while potato fell to ₹20.42 from ₹23.59. Tomato prices, however, increased to ₹26.76 per kg from ₹20.89.",60,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,96.1,53.0,5.5
MNT,06/04/2026,"Govt steps up LPG supply, urges calm","The sale of small 5-kg LPG cylinders—available across-the-counter at LPG distributorships on showing valid ID proofs—has been stepped up, with about 660,000 bottles sold since 23 March as the government ramps up supplies to meet demand. Unlike the subsidised domestic 14.2-kg cylinders, the 5-kg bottles, called FTL cylinders, are priced at market rates and do not require any address proof for procurement from a nearby LPG distributorship. ‘Yesterday, more than 90,000 5-kg FTL cylinders were sold. Since March 23, 2026, about 6.6 lakh 5-kg FTL cylinders have been sold,’ the oil ministry said in a statement. It said there are no reports of shortages at LPG distributor points, with more than 5.1 million domestic cylinders delivered during the day and online bookings accounting for 95% of total demand. Authorities have intensified action against hoarding and black marketing, seizing over 50,000 cylinders since March and issuing more than 1,400 show-cause notices to LPG distributors, with 36 dealerships suspended so far. The government has prioritised supplies of domestic LPG and PNG for households, hospitals and educational institutions.",60,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,9.9,56.4,50.0
MNT,06/04/2026,"Paragon plans exits as it eyes Fund III with ₹1,500-cr corpus","Paragon Partners, which has backed consumer brands such as Chai Point and mCaffeine, has lined up exits for its earlier investments as it prepares to launch its third mid-market private equity fund, targeting a corpus of ₹1,500 crore to continue investing in profitable Indian companies. ‘We received Sebi approval to raise ₹2,000 crore fund, which includes a green shoe option, but our ideal size will be ₹1,200-1,500 crore. That’s the sweet spot where we can maintain return discipline while pursuing the kind of opportunities we want to do in the mid-market space,’ co-founder and senior partner Siddharth Parekh told Mint. It will begin fundraising in next few months and expects to do a final close in a 12-18 month horizon. ‘Beyond capital raising and deployment, we’ll spend considerable time securing liquidity via exits from our first fund and early investments in our second,’ said co-founder and senior partner Sumeet Nindrajog. The Mumbai-based investment firm closed its first fund with a corpus of ₹760 crore in 2017, followed by a ₹650 crore Fund II in 2022 during the pandemic. As its previous funds attracted a mix of family offices, institutions and fund of funds from both global as well as domestic investors, its largest fund will target a similar base. With eight investments in each fund, Paragon focuses on financial services, consumer, healthcare and manufacturing. It expects to complete two more deals in six months to wrap up deployment of its second fund. Historically, it has exited investments through a mix of IPOs, strategic sales and secondary sales. Fund I invested in Capacit’e Infraprojects, Maini Precision Products, InCred Finance, Chai Point, InCred Capital, Cravatex Brands, SME Corner and eShakti. The second fund backed Saarathi Finance, Niva Bupa, mCaffeine, GoBolt, Everest and Tendercuts. Nindrajog said the firm’s thesis and evaluation strategy are built on defensible sectors such as financial inclusion, healthcare access and domestic consumption, and it has not seen significant business impact on portfolio companies despite geopolitical or macroeconomic factors. Fund III is likely to make 10-12 investments focused on old-economy businesses.",75,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,99.1,51.9,86.3
MNT,06/04/2026,IPO pipeline strengthens; 38 firms file draft papers in March,"As many as 38 companies, including Manipal Health Enterprises and SBI Funds Management, filed preliminary IPO papers with Sebi in March 2026, signalling improving issuer sentiment even as regulatory timelines partly drove the surge. This marks a jump from 22 filings in March 2025 and 16 in March 2024, indicating a stronger IPO pipeline. The momentum is expected to continue, with several high-profile companies, including the National Stock Exchange and Reliance Industries’ telecom arm Jio, preparing to submit their draft papers in the coming weeks, according to merchant banking sources. Besides, Sembcorp’s Indian green-energy arm, Sweden-based PlaySimple, TPG-backed online lending platform Fibe and BatterySmart are also likely to file DRHPs soon. Of the 38 firms that filed draft papers, nine companies, including Zetwerk, Rediff.com India, SNVA Traveltech, Torrent Gas, Synergy Advanced Metals, Garuda Aerospace and Sohan Lal Commodity Management, opted for the confidential filing route. According to an Axis Capital report, 64 companies are awaiting Sebi clearance, while 124 firms received regulatory approval but are yet to hit the market. Another 20 companies filed confidential DRHPs since March 2025. The report said FY26 saw 109 mainboard IPOs, of which 69 listed above their issue price, while three firms were yet to debut on the bourses as of 31 March. The IPO market is expected to gain further momentum in Q1 of FY27, supported by a robust pipeline and a large number of companies waiting for Sebi approval or holding valid approvals for launch. So far in 2026, 18 firms launched IPOs, with eight issues hitting the market in March despite volatile conditions. Market participants said the spike reflects a combination of improved issuer confidence and regulatory compliance pushing filings before March-end.",70,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,99.2,55.1,97.6
MNT,06/04/2026,"War, rupee hit travel fintechs","Travel- and foreign-exchange-focused fintechs such as Niyo, Scapia, BookMyForex and Thomas Cook India are facing a double hit from the war in West Asia and from the persistent weakness in the Indian rupee—both forex usage and remittances have fallen. Most users are opting to carry more cash than cards and prepaid wallets as they become cautious about travel, even to regions outside the Gulf Cooperation Council. They are increasingly opting to withdraw cash in part or in full from forex cards and wallets upon arrival rather than continuing to hold balances. The war has also disrupted business payment flows and cross-border settlements, as local banking operations in the region have been affected. Travel fintech Niyo said travellers are rebalancing usage as currency volatility and regional uncertainty rise. Discretionary travel to GCC destinations has virtually stopped for now, with demand shifting to the Far East and Southeast Asia. The fintech’s product mix has shifted from traditionally card-heavy GCC travel to destinations where cards and cash are used more evenly. ‘Forex cash is picking up significantly, and travellers now prefer to carry two instruments instead of one, so they have a fallback if one stops working or becomes harder to access,’ said Niyo chief executive Amit Talwar. ATM withdrawals in affected countries have risen as users pull out balances and hold physical cash as a safeguard. Scapia said it is seeing a decline in demand for visas, experiences and travel to Dubai and Abu Dhabi, although overall travel demand is holding with leisure travellers shifting to domestic and East and Southeast Asian routes. Rising crude prices and a weaker rupee are raising airfares and insurance costs, said economists, while geopolitical risks have caused rerouting, higher insurance and cancellations. BookMyForex said the disruption includes delays in forex transfers to Indians abroad for university fees and other payments. Thomas Cook India said currency uncertainty is changing traveller behaviour at the point of purchase, with many leisure travellers splitting purchases into tranches and carrying smaller amounts before departure. The hit is not confined to travel and forex. Remittances are suffering too. While remittances to India usually increase when the rupee weakens, this time inflows have been slower amid concerns of job losses and businesses shutting down in the Gulf. Bank and fintech executives said that if this continues, there will definitely be disruption, with the medium-term impact likely to be felt across the system.",25,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,0.6,53.5,1.6
MNT,06/04/2026,Should RIL clarify Trump claim?,"More than three weeks since US President Donald Trump announced an investment by ‘Reliance’ in a new oil refinery in his country, a lack of clarity from both the Mukesh Ambani-led company and India’s two top stock exchanges on the subject has exposed gaps in India’s rumour verification rules, experts said. Some experts believe Reliance Industries should have provided further clarity on whether it was investing in the US, while others think the situation falls within the grey area of the disclosure rules governing listed companies. However, experts say India’s two top stock exchanges—the BSE and the National Stock Exchange—could have used their discretion to seek clarification from Reliance Industries, as they often do with other firms for matters of far less significance. Rumour verification is governed by Sebi’s listing regulations, amended in 2024 to link verification to stock price movement rather than event materiality. For a stock priced above ₹200, such as Reliance Industries, the price movement threshold is 3% relative to the benchmark. This threshold was not breached on 11 March, the day after Trump’s announcement. On 10 March, Trump announced on social media that America First Refining, a Texas-based firm, was opening the first new oil refinery in the US in over 50 years. He thanked partners in India and ‘their largest privately held Energy Company, Reliance’ for the investment. America First Refining later claimed to have received a nine-figure investment from a global supermajor at a ten-figure valuation in February, but did not name the investor. So far, Reliance Industries has neither confirmed nor denied whether it is involved in any deal with America First Refining. Experts noted that when information originates from third-party statements and is later amplified through media reports, the applicability of issuer-driven rumour verification may not be straightforward. They also pointed to a 2020 precedent involving media reports of a possible Facebook deal for Jio Platforms, after which Sebi eventually fined Reliance for remaining silent when the reports turned out to be true. Some experts now say the current framework may protect companies from reacting to every headline unless the stock price materially moves, but they add there may be merit in refining the guidance on when exchange-led clarification should supplement issuer-driven disclosure.",45,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,96.6,55.5,9.2
MNT,06/04/2026,"US rescues airman, vows ‘hell’ for Iran if Strait stays shut","US special forces rescued an airman stranded in Iran in a high-risk mission deep inside hostile territory while President Donald Trump threatened to rain ‘hell’ on Tehran if it did not reopen the Gulf for oil flows vital to the world economy. Trump announced the rescue in the early hours of Sunday in a social media post that described the operation in a mountainous area as one of the most daring such missions in US history. The airman, the weapons officer of an F-15 jet shot down on Friday, was wounded but ‘will be just fine’, Trump said. The pilot had already been rescued. Trump also repeated a demand that Iran open the Strait of Hormuz, the conduit for around a fifth of the world’s oil and natural gas supply, which has been largely shut down since the war began five weeks ago. He threatened to hit energy and transport infrastructure in Iran if the strait was not reopened. The rescue removed the risk for Trump of a hostage crisis further souring domestic opinion as the impact from the closure of the strait on the global economy deepened. A US official said the operation involved dozens of aircraft and encountered fierce resistance from Iranian forces. Iran said several US aircraft were destroyed during the operation, including transport planes and helicopters. The Wall Street Journal reported that two specially equipped aircraft used for covert infiltrations had to be blown up by US forces after malfunctioning. A senior administration official said the rescue involved a CIA deception campaign spreading word inside Iran that US forces had already found the missing airman and were moving him on the ground, while the weapons officer was located inside a mountain crevice and rescued. The war, which opened with US and Israeli air strikes across Iran on 28 February, has spread into Lebanon, where Israel has resumed its campaign against Hezbollah. Thousands have died, mainly in Iran and Lebanon, while efforts brokered by Pakistan to bring the two sides to an agreement have so far been fruitless. Iran has shown no signs of complying with Trump’s demand to reopen Hormuz despite heavy damage to military and civilian infrastructure. Its control over the narrow shipping lane has given it powerful leverage, with crude prices surging close to $120 a barrel and missile and drone attacks continuing across the region.",10,0,0,NA,Mint Mumbai 06-04-2026.pdf,33,0.6,52.0,22.8
